PWS_NAME,PWSID,WDCODE,SOURCE,CONNECTIONS,TYPE,AREA,OWNERSHIP,Shape_STAr,Shape_STLe,Basin_count,BasinNo,AB3030,ABTOC,Abmonth,SB1938,SBTOC,Sbmonth,no.irwms,IWRM,MPTOC1,name.irwm1,IRWMorg1,MPTOC2,name.irwmp2,IRWMorg2,MPTOC3,name.irwmp3,IRWMorg3,member
Indian Grinding Rock - Calaveras District,NA,1231,NA,NA,NA,NA,NA,126493.8949,1554.761307,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Indian Valley Community Services District,3210001,1232,Surface Water & Groundwater,656,Community,Residential Area,Local,74928912.33,49725.05972,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Indian Wells  City Of,NA,1233,NA,NA,NA,NA,NA,36114845.15,30172.48877,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Indian Wells Valley Water District,1510017,1234,Groundwater,11600,Community,Residential Area,Local,99867093.22,69798.49628,NA,NA,1,9/21/1995,NA,1,1/31/2006,NA,1,1,12/15/2010,Inyo-Mono,32,,,NA,,,,NA
Indio  City Of,NA,1236,NA,NA,NA,NA,NA,107581806.2,60773.51349,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Indio Water Authority,3310020,NA,Groundwater,21135,Community,Other Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1,12/14/2010,Coachella Valley,5,,,NA,,,,NA
Industry City Of Waterworks Systems,1910029,1237,Groundwater,1933,Community,Residential Area,Local,3585379.943,15672.76575,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,NA
Inglewood City Of,1910051,1238,Surface Water Purchased,14905,Community,Residential Area,Local,18936442.68,26492.22353,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Inland Empire Utilities Agency,NA,1239,NA,NA,NA,NA,NA,620075767.3,138499.3994,15,8-2.01,0,NA,NA,0,NA,NA,1,1,4/17/2007,Santa Ana Watershed,5,,,NA,,,,"800,000"
International Water District,NA,1240,NA,NA,NA,NA,NA,2978298.994,8132.821236,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Inverness Public Utility District,2110001,1241,Surface Water,502,Community,Residential Area,Local,5719266.066,11649.68127,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Inyo County Public Water District,1410009,NA,Groundwater Purchased,937,Community,Residential Area,Local,NA,NA,NA,NA,1,6/1/1990,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Inyokern Community Services District,1510036,1242,Groundwater,282,Community,Residential Area,Local,11249703.92,29128.79459,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Irish Beach Water District,2310012,1243,Surface Water,201,Community,Residential Area,Local,5276300.913,15856.58551,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Irvine Ranch Water District,3010092,1245,Surface Water Purchased,103509,Community,Residential Area,Local,5287132.931,16571.53374,NA,NA,0,NA,NA,0,NA,NA,1,1,6/7/2005,South Orange County ,29,9/1/2012,Central Orange County,12,,,,NA
Ivanhoe Irrigation District,NA,1248,NA,NA,NA,NA,NA,46240673.47,36342.59498,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Ivanhoe Public Utilities District,5410019,1249,Groundwater,1113,Community,Residential Area,Local,2492257.772,12425.79648,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Jackson  City Of,310001,3027,Surface Water Purchased,2089,Community,Other Area,Local,20122837.41,56485.12108,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Jackson Valley Irrigation District,NA,1255,NA,NA,NA,NA,NA,61532536.82,76454.49898,NA,NA,0,NA,NA,0,NA,NA,1,1,1/1/2013,Mokelumne-Amador-Calaveras,10,,,NA,,,,NA
Jacoby Creek Community Water District,1210021,1256,Groundwater Purchased,539,Community,Other Area,Local,4819442.094,10362.12623,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Jacumba Community Service District,NA,1257,NA,NA,NA,NA,NA,1695268.781,6191.087427,NA,NA,0,NA,NA,0,NA,NA,1,1,3/1/2009,Anza Borrego Desert,3,,,NA,,,,NA
James Irrigation District,NA,1259,NA,NA,NA,NA,NA,109057429,75690.99664,17,5-22.08,1,5/7/1996,40,1,11/1/2010,106,1,1,7/9/2014,Westside-San Joaquin,25,NA,NA,NA,,,,52
Joint Regional Water Supply System,3010071,NA,Surface Water Purchased,40,Community,Wholesaler (Sells Water),Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Joshua Basin Water District,3610025,1270,Groundwater,5719,Community,Residential Area,Local,248391443.2,86772.23738,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Julian Community Services District,3700909,NA,Groundwater,220,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
June Lake Public Utility District,2610004,1271,Surface Water,626,Community,Residential Area,Local,10144504.58,22458.16633,NA,NA,0,NA,NA,0,NA,NA,1,1,12/15/2010,Inyo-Mono,32,,,NA,,,,NA
Juniper Riviera County Water District,3600222,1272,Groundwater,250,Community,Residential Area,Local,6469089.093,14863.85859,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Jurupa Community Service District,3310021,1273,Groundwater,27726,Community,Other Residential Area,Local,100677984,81757.09132,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Kanawha Water District,NA,1276,NA,NA,NA,NA,NA,69211389.78,82294.40649,NA,NA,0,NA,NA,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Kaweah Delta Water Conservation District,NA,1278,NA,NA,NA,NA,NA,1376805907,213047.88,3,5-22.11,1,7/5/1995,NA,1,11/7/2006,58,1,1,8/30/2007,Kaweah ,9,,,NA,,,,175000
Keeler Community Service District,NA,1279,NA,NA,NA,NA,NA,381052.6556,2762.319154,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Keene Water District,NA,1280,NA,NA,NA,NA,NA,65151818.19,44442.45008,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Kelseyville Co Waterworks District 3,1710007,NA,Groundwater,1302,Community,Wholesaler (Sells Water),Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Kerman City Of,1010018,1286,Groundwater,3617,Community,Residential Area,Local,6275766.303,10585.9936,17,5-22.08,0,NA,NA,1,12/1/2006,59,1,1,10/17/2012,Kings Basin,17,,,NA,,,,600000
Kerman City Of,1010018,1286,Groundwater,3617,Community,Residential Area,Local,6275766.303,10585.9936,26,5-22.07,0,NA,NA,1,12/1/2006,59,1,1,10/17/2012,Kings Basin,17,,,NA,,,,600000
Kern County Water Agency,1510040,1288,Surface Water,4,Community,Wholesaler (Sells Water),Local,251014274.3,163925.4389,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Kern Delta Water District,NA,1289,NA,NA,NA,NA,NA,520385131.2,199768.7687,21,5-22.14,1,10/15/1996,45.5,1,10/11/2013,141.5,1,1,11/14/2011,Kern,46,,,NA,,,,500
Kern-Tulare Water District,NA,1287,NA,NA,NA,NA,NA,83252828.5,133013.009,21,5-22.14,0,NA,NA,1,6/20/2006,54,1,1,7/26/2007,Poso Creek,9,,,NA,,,,70
Kern-Tulare Water District,NA,1287,NA,NA,NA,NA,NA,83252828.5,133013.009,27,5-22.12,0,NA,NA,1,6/20/2006,54,1,1,7/26/2007,Poso Creek,9,,,NA,,,,70
Keswick Community Services District,NA,2821,NA,NA,NA,NA,NA,20780497.7,25185.16314,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Kettleman City Community Service District,1610009,1290,Groundwater,354,Community,Residential Area,Local,2611253.269,15636.58701,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Keyes Community Service District,5010009,1291,Groundwater,1474,Community,Residential Area,Local,1399376.314,10155.71524,NA,NA,1,10/14/1997,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Kings County Water District,NA,1298,NA,NA,NA,NA,NA,596126709.3,118336.1056,17,5-22.08,1,1/1/1993,0,1,5/1/2011,112,1,1,10/17/2012,Kings Basin,17,,,NA,,,,NA
Kings County Water District,NA,1298,NA,NA,NA,NA,NA,596126709.3,118336.1056,27,5-22.12,1,1/1/1993,0,1,5/1/2011,112,1,1,10/17/2012,Kings Basin,17,,,NA,,,,NA
Kings River Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5-22.11,1,8/17/1995,31.5,1,4/1/2005,39,,1,10/17/2012,Kings Basin,17,,,NA,,,,161987
Kings River Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5-22.12,1,8/17/1995,31.5,1,4/1/2005,39,,1,10/17/2012,Kings Basin,17,,,NA,,,,161987
Kings River Conservation District,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5-22.08,1,4/11/1995,27.5,1,4/1/2005,39,,1,10/17/2012,Kings Basin,17,,,NA,,,,NA
Kings River Water District,NA,1303,NA,NA,NA,NA,NA,56579724.08,42011.37632,17,5-22.08,1,8/17/1995,31.5,0,NA,NA,NA,0,NA,NA,0,,,NA,,,,NA
Kingsburg  City Of,1010019,1304,Groundwater,3549,Community,Residential Area,Local,7752832.519,22409.62952,NA,NA,0,NA,NA,0,NA,NA,1,1,10/17/2012,Kings Basin,17,,,NA,,,,NA
Kinneloa Irrigation District,1910035,1305,Groundwater,586,Community,Residential Area,Local,3103549.366,11017.04485,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Kirkwood Meadows Public Utilities District,210002,4162,Groundwater,886,Community,Residential Area,Local,1976984.666,6133.063728,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Kirkwood Water District,NA,1306,NA,NA,NA,NA,NA,45098.30367,6915.830614,61,5-21.51,1,11/1/1996,46,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Klamath Community Service District,800548,1309,Groundwater,41,Community,Secondary Residences,Local,1129115.332,4452.706224,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Klamath Drainage District,NA,1311,NA,NA,NA,NA,NA,85127211.98,81809.90549,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Klamath Irrigation District,NA,1312,NA,NA,NA,NA,NA,206257108,306031.3683,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Knights Ferry Community Service District,5000008,NA,Surface Water,62,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Knights Landing Community Service District,5710004,1315,Groundwater,287,Community,Residential Area,Local,540656.4631,3719.02397,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Konocti County Water District,1710006,1317,Surface Water,1924,Community,Secondary Residences,Local,7483217.571,15946.81587,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
La Canada Irrigation District,1910054,1321,Surface Water Purchased,2933,Community,Residential Area,Local,6251631.607,21385.50876,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
La Grande Water District,NA,1323,NA,NA,NA,NA,NA,5492.501404,4756.683097,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
La Habra  City Of,3010018,1324,Surface Water Purchased,13648,Community,Residential Area,Local,18839699.22,30270.58899,NA,NA,0,NA,NA,0,NA,NA,1,1,2/1/2011,North Orange County,33,,,NA,,,,NA
La Habra Heights County Water District,1910218,1325,Surface Water Purchased,1988,Community,Residential Area,Local,16110699.61,20099.29234,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
La Honda Water District - Csa #7,NA,1326,NA,NA,NA,NA,NA,334842.1149,5492.444077,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
La Palma City Of,3010100,1327,Surface Water Purchased,4290,Community,Residential Area,Local,4407618.757,12786.24524,NA,NA,0,NA,NA,0,NA,NA,1,1,2/1/2011,North Orange County,33,,,NA,,,,NA
La Puente Valley County Water District,1910060,1328,Groundwater,2568,Community,Residential Area,Local,4460666.764,16128.52153,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
La Quinta  City Of,NA,1329,NA,NA,NA,NA,NA,73109491.64,49584.44906,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
La Verne  City Of,1910062,1333,Surface Water Purchased,8430,Community,Residential Area,Local,21920549.03,34695.0458,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Laguna Beach County Water District,3010017,1335,Surface Water Purchased,9080,Community,Residential Area,Local,22356093.6,38351.75247,NA,NA,0,NA,NA,0,NA,NA,1,1,6/7/2005,South Orange County ,29,,,NA,,,,NA
Laguna Irrigation District,NA,1336,NA,NA,NA,NA,NA,148093952.3,78148.16894,17,5-22.08,0,NA,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Laguna Water District,NA,1339,NA,NA,NA,NA,NA,1738481.095,6672.024286,NA,NA,0,NA,NA,0,NA,NA,2,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Lake Arrowhead Community Services District,3610005,1343,Surface Water,8306,Community,Residential Area,Local,34027372.86,30846.06378,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lake Canyon Community Service District,NA,4241,NA,NA,NA,NA,NA,198002.7706,2672.799433,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lake County,1710021,1347,Surface Water & Groundwater,3449,Community,Residential Area,Local,37392581.03,137628.4145,NA,NA,0,NA,NA,1,4/11/2006,NA,2,1,7/2/2014,Westside Sacramento,15,8/1/2014,North Coast,74,,,74,NA
Lake County Watershed Protection District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,1,3/31/2006,NA,1,1,7/2/2014,Westside Sacramento,15,,,NA,,,,NA
Lake Don Pedro Community Service District,NA,1349,NA,NA,NA,NA,NA,50644541.04,72800.54359,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2013,Tuolomne-Stanislaus,28,,,NA,,,,NA
Lake Hemet Municipal Water District,3310022,1352,Groundwater,14440,Community,Other Residential Area,Local,51695335.54,52747.69343,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lake Isabella Community Services District,1503270,NA,Groundwater Purchased,135,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lake Madrone Water District,400014,NA,Groundwater,115,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lake Shasta  City Of,4510006,2815,Surface Water,3820,Community,Residential Area,Local,39217659.82,32889.9944,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lakeport  City Of,1710004,1360,Surface Water,2285,Community,Residential Area,Local,5940311.196,16807.10759,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lakeside Irrigation District,NA,1364,NA,NA,NA,NA,NA,130599021.2,61429.51319,NA,NA,0,NA,NA,0,NA,NA,1,1,8/30/2007,Kaweah ,9,,,NA,,,,NA
Lakeside Water District,NA,1368,NA,NA,NA,NA,NA,25844646.36,88074.80803,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lakewood  City Of,1910239,1370,Groundwater,20137,Community,Residential Area,Local,19549145.66,27247.30841,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Lamont Public Utility District,1510012,1371,Groundwater,3289,Community,Residential Area,Local,340947.9423,2496.529202,NA,NA,0,NA,NA,0,NA,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
Lanare Community Services District,NA,1372,NA,NA,NA,NA,NA,1399468.389,9086.009194,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Langell Irrigation District,NA,1377,NA,NA,NA,NA,NA,120477645.4,166650.0475,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lansdale Water District,NA,1379,NA,NA,NA,NA,NA,3052427.199,9325.811295,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Las Virgenes Municipal Water District,1910225,1384,Surface Water,19953,Community,Residential Area,Local,320703913.1,126363.871,NA,NA,0,NA,NA,0,NA,NA,1,1,12/13/2006,Greater Los Angeles County,16,,,NA,,,,NA
Lassen County Water District #1,1810003,1385,Groundwater,162,Community,Other Area,Local,1254493.855,5527.598794,NA,NA,0,NA,NA,1,3/13/2007,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lathrop  City Of,3910015,1388,Surface Water Purchased,3675,Community,Residential Area,Local,17924000.47,23059.28011,NA,NA,0,NA,NA,0,NA,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
Laton Community Service District,1010020,1389,Groundwater,470,Community,Residential Area,Local,2022844.001,6209.280316,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Laws Town Inyo County,NA,1397,NA,NA,NA,NA,NA,383.3732929,116.0467417,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Laytonville Community Water District,NA,1399,NA,NA,NA,NA,NA,5664325.911,15980.9678,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Laytonville County Water District,2310011,NA,Groundwater,389,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lazy A Community Services District,NA,1400,NA,NA,NA,NA,NA,120563.9439,1583.580386,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Le Grand - Athlone Water District,NA,1403,NA,NA,NA,NA,NA,98955048.3,65368.87393,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Le Grand Community Services District,2410011,1404,Groundwater,455,Community,Residential Area,Local,99644694.6,65472.72051,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Leafwood Community Water Agency,NA,1406,NA,NA,NA,NA,NA,90729.62375,1550.642546,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Leavitt Lake Community Service District,1810004,NA,Groundwater,259,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lebec County Water District,1510051,1407,Groundwater,298,Community,Residential Area,Local,2685313.747,9100.90332,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lee Lake Water District,NA,1408,NA,NA,NA,NA,NA,27950164,27976.28291,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lee Vining Public Utilities District,NA,1409,NA,NA,NA,NA,NA,665832.5913,4315.932887,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Leland Meadow Water District,NA,1413,NA,NA,NA,NA,NA,413512.6065,2649.953495,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lemoore  City Of,1610005,1415,Groundwater,6605,Community,Residential Area,Local,14975932.36,22072.82179,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lewis Creek Water District,NA,1421,NA,NA,NA,NA,NA,5160976.984,19232.08025,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Liberty Water District,NA,1422,NA,NA,NA,NA,NA,86273526.2,59389.24873,17,5-22.08,1,5/14/1996,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lime Saddle District,NA,1423,NA,NA,NA,NA,NA,10773855.9,27454.8513,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lincoln  City Of,3110004,1424,Surface Water Purchased,17737,Community,Residential Area,Local,1744505.004,6157.558242,24,5-21.64,0,NA,NA,1,11/12/2003,23,1,1,7/11/2013,American River Basin IRWMP,21,,,NA,,,,22900
Linda County Water District,5810002,1427,Groundwater,4257,Community,Residential Area,Local,10230050.17,55839.43912,119,5-21.61,0,NA,NA,0,NA,NA,1,1,2/1/2008,Yuba County,27,,,NA,,,,3360
Linden County Water District,3910019,4450,Groundwater,609,Community,Residential Area,Local,1226965.148,9662.293942,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lindmore Irrigation District,NA,1431,NA,NA,NA,NA,NA,110483681,76967.27717,3,5-22.11,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lindsay  City Of,5410006,1432,Surface Water,2922,Community,Residential Area,Local,6159603.821,20630.18854,NA,NA,0,NA,NA,0,NA,NA,1,1,8/30/2007,Kaweah ,9,,,NA,,,,NA
Lindsay-Strathmore Irrigation District,NA,1433,NA,NA,NA,NA,NA,65133603.08,102471.0542,3,5-22.11,0,NA,NA,0,NA,NA,1,1,8/30/2007,Kaweah ,9,,,NA,,,,NA
Little Valley Community Service District,1800516,NA,Groundwater,50,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Littlerock Creek Irrigation District,1910064,1441,Groundwater,1167,Community,Residential Area,Local,45441846.59,45646.90504,NA,NA,0,NA,NA,0,NA,NA,NA,1,10/1/2007,Antelope Valley,12,,,NA,,,,NA
Live Oak  City Of,5110001,1442,Groundwater,2237,Community,Residential Area,Local,4713302.872,15768.36567,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Livermore  City Of,110011,1443,Surface Water Purchased,9516,Community,Residential Area,Local,70700137.43,44775.34538,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Livingston  City Of,2410004,1444,Groundwater,3062,Community,Residential Area,Local,9272141.063,19363.37195,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lockeford Community Service District,3910008,1447,Groundwater,819,Community,Residential Area,Local,2500960.226,16089.12122,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lodi  City Of,3910004,1450,Surface Water,26357,Community,Residential Area,Local,27624918.16,30553.81984,NA,NA,0,NA,NA,1,9/22/2004,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
Loleta Community Service District,1210023,1451,Groundwater,250,Community,Residential Area,Local,456136.549,3181.108284,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Loma Linda  City Of,3610013,1452,Groundwater,5664,Community,Residential Area,Local,19070392.2,27448.14079,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lomita City Of,1910073,NA,Surface Water Purchased,4219,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lompico County Water District,4410015,1458,Surface Water,500,Community,Residential Area,Local,2737396.112,11981.27055,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Lompoc  City Of,4210006,1459,Surface Water,9705,Community,Residential Area,Local,30216527.26,40102.65841,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
London Community Services District,5410017,1460,Groundwater,439,Community,Residential Area,Local,767674.8655,4512.382374,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Long Beach  City Of,1910065,1464,Surface Water Purchased,91673,Community,Residential Area,Local,157594005.4,90009.05764,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Long Beach Water District,NA,1465,NA,NA,NA,NA,NA,157599477.7,90007.87094,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Los Alamos Community Service District,4210002,1470,Groundwater,604,Community,Residential Area,Local,1601693.685,7372.42399,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Los Alisos Water District,NA,1471,NA,NA,NA,NA,NA,21310440.21,25837.67845,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Los Angeles City Department Of Water And Power,1910067,1476,Surface Water & Groundwater,679745,Community,Residential Area,Local,3755047.834,13414.30545,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Los Angeles County Water Works District,1910070,1481,Surface Water Purchased & Groundwater,67807,Community,Residential Area,Local,122204915.9,112061.1549,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Los Angeles Retarded Children Ranch Water Agency,NA,1486,NA,NA,NA,NA,NA,38322.64232,935.3776208,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Los Banos  City Of,2410005,1487,Groundwater,11117,Community,Residential Area,Local,25485674.44,42605.443,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Los Carneros Mutual Water Agency,NA,1488,NA,NA,NA,NA,NA,979126.2888,8813.692108,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Los Carneros Water District,NA,1489,NA,NA,NA,NA,NA,22920273.78,25985.63768,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Los Molinos Water Works,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,5-21.56,1,11/1/1996,46,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Los Osos Community Services District,4010016,1490,Groundwater,2740,Community,Residential Area,Local,3233196.344,9186.399505,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
Los Trancos County Water District,NA,1491,NA,NA,NA,NA,NA,3049989.353,10335.44617,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
